"raw_gene_id","gene_type","official_symbol","description","human_ortho","mouse_ortho","zebrafish_ortho","display_symbol"
"LOC123730733","LOC_Predicted","LOC123730733","","LOC123730733","LOC123730733","LOC123730733","LOC123730733"
"LOC123730734","LOC_Predicted","LOC123730734","","LOC123730734","LOC123730734","LOC123730734","LOC123730734"
"LOC123730735","LOC_Predicted","LOC123730735","","LOC123730735","LOC123730735","LOC123730735","LOC123730735"
"LOC123730736","LOC_Predicted","LOC123730736","","LOC123730736","LOC123730736","LOC123730736","LOC123730736"
"LOC123730737","LOC_Predicted","LOC123730737","","LOC123730737","LOC123730737","LOC123730737","LOC123730737"
"LOC123730738","LOC_Predicted","LOC123730738","","LOC123730738","LOC123730738","LOC123730738","LOC123730738"
"LOC123730739","LOC_Predicted","LOC123730739","","LOC123730739","LOC123730739","LOC123730739","LOC123730739"
"LOC123730740","LOC_Predicted","LOC123730740","","LOC123730740","LOC123730740","LOC123730740","LOC123730740"
"LOC123730741","LOC_Predicted","LOC123730741","","LOC123730741","LOC123730741","LOC123730741","LOC123730741"
"LOC123730742","LOC_Predicted","LOC123730742","","LOC123730742","LOC123730742","LOC123730742","LOC123730742"
"LOC123730743","LOC_Predicted","LOC123730743","","LOC123730743","LOC123730743","LOC123730743","LOC123730743"
"LOC123730745","LOC_Predicted","LOC123730745","","LOC123730745","LOC123730745","LOC123730745","LOC123730745"
"LOC123730746","LOC_Predicted","LOC123730746","","LOC123730746","LOC123730746","LOC123730746","LOC123730746"
"LOC123730747","LOC_Predicted","LOC123730747","","LOC123730747","LOC123730747","LOC123730747","LOC123730747"
"LOC123730748","LOC_Predicted","LOC123730748","","LOC123730748","LOC123730748","LOC123730748","LOC123730748"
"LOC123730749","LOC_Predicted","LOC123730749","","LOC123730749","LOC123730749","LOC123730749","LOC123730749"
"LOC123730750","LOC_Predicted","LOC123730750","","LOC123730750","LOC123730750","LOC123730750","LOC123730750"
"LOC123730751","LOC_Predicted","LOC123730751","","LOC123730751","LOC123730751","LOC123730751","LOC123730751"
"LOC123730752","LOC_Predicted","LOC123730752","","LOC123730752","LOC123730752","LOC123730752","LOC123730752"
"LOC123730753","LOC_Predicted","LOC123730753","","LOC123730753","LOC123730753","LOC123730753","LOC123730753"
"LOC123730754","LOC_Predicted","LOC123730754","","LOC123730754","LOC123730754","LOC123730754","LOC123730754"
"LOC123730755","LOC_Predicted","LOC123730755","","LOC123730755","LOC123730755","LOC123730755","LOC123730755"
"LOC123730756","LOC_Predicted","LOC123730756","","LOC123730756","LOC123730756","LOC123730756","LOC123730756"
"LOC123730757","LOC_Predicted","LOC123730757","","LOC123730757","LOC123730757","LOC123730757","LOC123730757"
"LOC123730758","LOC_Predicted","LOC123730758","","LOC123730758","LOC123730758","LOC123730758","LOC123730758"
"LOC123730759","LOC_Predicted","LOC123730759","","LOC123730759","LOC123730759","LOC123730759","LOC123730759"
"LOC123730760","LOC_Predicted","LOC123730760","","LOC123730760","LOC123730760","LOC123730760","LOC123730760"
"LOC123730761","LOC_Predicted","LOC123730761","","LOC123730761","LOC123730761","LOC123730761","LOC123730761"
"LOC123730763","LOC_Predicted","LOC123730763","","LOC123730763","LOC123730763","LOC123730763","LOC123730763"
"LOC123730764","LOC_Predicted","LOC123730764","","LOC123730764","LOC123730764","LOC123730764","LOC123730764"
"LOC123730765","LOC_Predicted","LOC123730765","","LOC123730765","LOC123730765","LOC123730765","LOC123730765"
"LOC123730766","LOC_Predicted","LOC123730766","","LOC123730766","LOC123730766","LOC123730766","LOC123730766"
"LOC123730767","LOC_Predicted","LOC123730767","","LOC123730767","LOC123730767","LOC123730767","LOC123730767"
"LOC123730768","LOC_Predicted","LOC123730768","","LOC123730768","LOC123730768","LOC123730768","LOC123730768"
"LOC123730769","LOC_Predicted","LOC123730769","","LOC123730769","LOC123730769","LOC123730769","LOC123730769"
"LOC123730771","LOC_Predicted","LOC123730771","","LOC123730771","LOC123730771","LOC123730771","LOC123730771"
"LOC123730772","LOC_Predicted","LOC123730772","","LOC123730772","LOC123730772","LOC123730772","LOC123730772"
"LOC123730773","LOC_Predicted","LOC123730773","","LOC123730773","LOC123730773","LOC123730773","LOC123730773"
"LOC123730774","LOC_Predicted","LOC123730774","","LOC123730774","LOC123730774","LOC123730774","LOC123730774"
"LOC123730775","LOC_Predicted","LOC123730775","","LOC123730775","LOC123730775","LOC123730775","LOC123730775"
"LOC123730776","LOC_Predicted","LOC123730776","","LOC123730776","LOC123730776","LOC123730776","LOC123730776"
"LOC123730777","LOC_Predicted","LOC123730777","","LOC123730777","LOC123730777","LOC123730777","LOC123730777"
"LOC123730778","LOC_Predicted","LOC123730778","","LOC123730778","LOC123730778","LOC123730778","LOC123730778"
"LOC123730779","LOC_Predicted","LOC123730779","","LOC123730779","LOC123730779","LOC123730779","LOC123730779"
"LOC123730780","LOC_Predicted","LOC123730780","","LOC123730780","LOC123730780","LOC123730780","LOC123730780"
"LOC123730781","LOC_Predicted","LOC123730781","","LOC123730781","LOC123730781","LOC123730781","LOC123730781"
"LOC123730782","LOC_Predicted","LOC123730782","","LOC123730782","LOC123730782","LOC123730782","LOC123730782"
"LOC123730783","LOC_Predicted","LOC123730783","","LOC123730783","LOC123730783","LOC123730783","LOC123730783"
"LOC123730784","LOC_Predicted","LOC123730784","","LOC123730784","LOC123730784","LOC123730784","LOC123730784"
"LOC123730785","LOC_Predicted","LOC123730785","","LOC123730785","LOC123730785","LOC123730785","LOC123730785"
"LOC123730786","LOC_Predicted","LOC123730786","","LOC123730786","LOC123730786","LOC123730786","LOC123730786"
"LOC123730787","LOC_Predicted","LOC123730787","","LOC123730787","LOC123730787","LOC123730787","LOC123730787"
"LOC123730788","LOC_Predicted","LOC123730788","","LOC123730788","LOC123730788","LOC123730788","LOC123730788"
"LOC123730789","LOC_Predicted","LOC123730789","","LOC123730789","LOC123730789","LOC123730789","LOC123730789"
"LOC123730790","LOC_Predicted","LOC123730790","","LOC123730790","LOC123730790","LOC123730790","LOC123730790"
"LOC123730791","LOC_Predicted","LOC123730791","","LOC123730791","LOC123730791","LOC123730791","LOC123730791"
"LOC123730792","LOC_Predicted","LOC123730792","","LOC123730792","LOC123730792","LOC123730792","LOC123730792"
"LOC123730793","LOC_Predicted","LOC123730793","","LOC123730793","LOC123730793","LOC123730793","LOC123730793"
"LOC123730794","LOC_Predicted","LOC123730794","","LOC123730794","LOC123730794","LOC123730794","LOC123730794"
"LOC123730795","LOC_Predicted","LOC123730795","","LOC123730795","LOC123730795","LOC123730795","LOC123730795"
"LOC123730796","LOC_Predicted","LOC123730796","","LOC123730796","LOC123730796","LOC123730796","LOC123730796"
"LOC123730797","LOC_Predicted","LOC123730797","","LOC123730797","LOC123730797","LOC123730797","LOC123730797"
"LOC123730799","LOC_Predicted","LOC123730799","","LOC123730799","LOC123730799","LOC123730799","LOC123730799"
"LOC123730800","LOC_Predicted","LOC123730800","","LOC123730800","LOC123730800","LOC123730800","LOC123730800"
"LOC123730801","LOC_Predicted","LOC123730801","","LOC123730801","LOC123730801","LOC123730801","LOC123730801"
"LOC123730802","LOC_Predicted","LOC123730802","","LOC123730802","LOC123730802","LOC123730802","LOC123730802"
"LOC123730803","LOC_Predicted","LOC123730803","","LOC123730803","LOC123730803","LOC123730803","LOC123730803"
"LOC123730804","LOC_Predicted","LOC123730804","","LOC123730804","LOC123730804","LOC123730804","LOC123730804"
"LOC123730805","LOC_Predicted","LOC123730805","","LOC123730805","LOC123730805","LOC123730805","LOC123730805"
"LOC123730806","LOC_Predicted","LOC123730806","","LOC123730806","LOC123730806","LOC123730806","LOC123730806"
"LOC123730807","LOC_Predicted","LOC123730807","","LOC123730807","LOC123730807","LOC123730807","LOC123730807"
"LOC123730808","LOC_Predicted","LOC123730808","","LOC123730808","LOC123730808","LOC123730808","LOC123730808"
"LOC123730809","LOC_Predicted","LOC123730809","","LOC123730809","LOC123730809","LOC123730809","LOC123730809"
"LOC123730810","LOC_Predicted","LOC123730810","","LOC123730810","LOC123730810","LOC123730810","LOC123730810"
"LOC123730811","LOC_Predicted","LOC123730811","","LOC123730811","LOC123730811","LOC123730811","LOC123730811"
"LOC123730812","LOC_Predicted","LOC123730812","","LOC123730812","LOC123730812","LOC123730812","LOC123730812"
"LOC123730813","LOC_Predicted","LOC123730813","","LOC123730813","LOC123730813","LOC123730813","LOC123730813"
"LOC123730814","LOC_Predicted","LOC123730814","","LOC123730814","LOC123730814","LOC123730814","LOC123730814"
"LOC123730815","LOC_Predicted","LOC123730815","","LOC123730815","LOC123730815","LOC123730815","LOC123730815"
"LOC123730816","LOC_Predicted","LOC123730816","","LOC123730816","LOC123730816","LOC123730816","LOC123730816"
"LOC123730817","LOC_Predicted","LOC123730817","","LOC123730817","LOC123730817","LOC123730817","LOC123730817"
"LOC123730818","LOC_Predicted","LOC123730818","","LOC123730818","LOC123730818","LOC123730818","LOC123730818"
"LOC123730819","LOC_Predicted","LOC123730819","","LOC123730819","LOC123730819","LOC123730819","LOC123730819"
"LOC123730820","LOC_Predicted","LOC123730820","","LOC123730820","LOC123730820","LOC123730820","LOC123730820"
"LOC123730821","LOC_Predicted","LOC123730821","","LOC123730821","LOC123730821","LOC123730821","LOC123730821"
"LOC123730822","LOC_Predicted","LOC123730822","","LOC123730822","LOC123730822","LOC123730822","LOC123730822"
"LOC123730823","LOC_Predicted","LOC123730823","","LOC123730823","LOC123730823","LOC123730823","LOC123730823"
"LOC123730824","LOC_Predicted","LOC123730824","","LOC123730824","LOC123730824","LOC123730824","LOC123730824"
"LOC123730825","LOC_Predicted","LOC123730825","","LOC123730825","LOC123730825","LOC123730825","LOC123730825"
"LOC123730826","LOC_Predicted","LOC123730826","","LOC123730826","LOC123730826","LOC123730826","LOC123730826"
"LOC123730827","LOC_Predicted","LOC123730827","","LOC123730827","LOC123730827","LOC123730827","LOC123730827"
"LOC123730828","LOC_Predicted","LOC123730828","","LOC123730828","LOC123730828","LOC123730828","LOC123730828"
"LOC123730830","LOC_Predicted","LOC123730830","","LOC123730830","LOC123730830","LOC123730830","LOC123730830"
"LOC123730831","LOC_Predicted","LOC123730831","","LOC123730831","LOC123730831","LOC123730831","LOC123730831"
"LOC123730832","LOC_Predicted","LOC123730832","","LOC123730832","LOC123730832","LOC123730832","LOC123730832"
"LOC123730833","LOC_Predicted","LOC123730833","","LOC123730833","LOC123730833","LOC123730833","LOC123730833"
"LOC123730834","LOC_Predicted","LOC123730834","","LOC123730834","LOC123730834","LOC123730834","LOC123730834"
"LOC123730835","LOC_Predicted","LOC123730835","","LOC123730835","LOC123730835","LOC123730835","LOC123730835"
"LOC123730836","LOC_Predicted","LOC123730836","","LOC123730836","LOC123730836","LOC123730836","LOC123730836"
"LOC123730837","LOC_Predicted","LOC123730837","","LOC123730837","LOC123730837","LOC123730837","LOC123730837"
"LOC123730838","LOC_Predicted","LOC123730838","","LOC123730838","LOC123730838","LOC123730838","LOC123730838"
"LOC123730839","LOC_Predicted","LOC123730839","","LOC123730839","LOC123730839","LOC123730839","LOC123730839"
"LOC123730840","LOC_Predicted","LOC123730840","","LOC123730840","LOC123730840","LOC123730840","LOC123730840"
"LOC123730841","LOC_Predicted","LOC123730841","","LOC123730841","LOC123730841","LOC123730841","LOC123730841"
"LOC123730842","LOC_Predicted","LOC123730842","","LOC123730842","LOC123730842","LOC123730842","LOC123730842"
"LOC123730843","LOC_Predicted","LOC123730843","","LOC123730843","LOC123730843","LOC123730843","LOC123730843"
"LOC123730844","LOC_Predicted","LOC123730844","","LOC123730844","LOC123730844","LOC123730844","LOC123730844"
"LOC123730845","LOC_Predicted","LOC123730845","","LOC123730845","LOC123730845","LOC123730845","LOC123730845"
"LOC123730846","LOC_Predicted","LOC123730846","","LOC123730846","LOC123730846","LOC123730846","LOC123730846"
"LOC123730847","LOC_Predicted","LOC123730847","","LOC123730847","LOC123730847","LOC123730847","LOC123730847"
"LOC123730848","LOC_Predicted","LOC123730848","","LOC123730848","LOC123730848","LOC123730848","LOC123730848"
"LOC123730849","LOC_Predicted","LOC123730849","","LOC123730849","LOC123730849","LOC123730849","LOC123730849"
"LOC123730850","LOC_Predicted","LOC123730850","","LOC123730850","LOC123730850","LOC123730850","LOC123730850"
"LOC123730851","LOC_Predicted","LOC123730851","","LOC123730851","LOC123730851","LOC123730851","LOC123730851"
"LOC123730852","LOC_Predicted","LOC123730852","","LOC123730852","LOC123730852","LOC123730852","LOC123730852"
"LOC123730853","LOC_Predicted","LOC123730853","","LOC123730853","LOC123730853","LOC123730853","LOC123730853"
"LOC123730854","LOC_Predicted","LOC123730854","","LOC123730854","LOC123730854","LOC123730854","LOC123730854"
"LOC123730856","LOC_Predicted","LOC123730856","","LOC123730856","LOC123730856","LOC123730856","LOC123730856"
"LOC123730857","LOC_Predicted","LOC123730857","","LOC123730857","LOC123730857","LOC123730857","LOC123730857"
"LOC123730858","LOC_Predicted","LOC123730858","","LOC123730858","LOC123730858","LOC123730858","LOC123730858"
"LOC123730859","LOC_Predicted","LOC123730859","","LOC123730859","LOC123730859","LOC123730859","LOC123730859"
"LOC123730860","LOC_Predicted","LOC123730860","","LOC123730860","LOC123730860","LOC123730860","LOC123730860"
"LOC123730862","LOC_Predicted","LOC123730862","","LOC123730862","LOC123730862","LOC123730862","LOC123730862"
"LOC123730863","LOC_Predicted","LOC123730863","","LOC123730863","LOC123730863","LOC123730863","LOC123730863"
"LOC123730864","LOC_Predicted","LOC123730864","","LOC123730864","LOC123730864","LOC123730864","LOC123730864"
"LOC123730865","LOC_Predicted","LOC123730865","","LOC123730865","LOC123730865","LOC123730865","LOC123730865"
"LOC123730866","LOC_Predicted","LOC123730866","","LOC123730866","LOC123730866","LOC123730866","LOC123730866"
"LOC123730867","LOC_Predicted","LOC123730867","","LOC123730867","LOC123730867","LOC123730867","LOC123730867"
"LOC123730868","LOC_Predicted","LOC123730868","","LOC123730868","LOC123730868","LOC123730868","LOC123730868"
"LOC123730869","LOC_Predicted","LOC123730869","","LOC123730869","LOC123730869","LOC123730869","LOC123730869"
"LOC123730870","LOC_Predicted","LOC123730870","","LOC123730870","LOC123730870","LOC123730870","LOC123730870"
"LOC123730892","LOC_Predicted","LOC123730892","","LOC123730892","LOC123730892","LOC123730892","LOC123730892"
"LOC123730893","LOC_Predicted","LOC123730893","","LOC123730893","LOC123730893","LOC123730893","LOC123730893"
"LOC123730894","LOC_Predicted","LOC123730894","","LOC123730894","LOC123730894","LOC123730894","LOC123730894"
"LOC123730895","LOC_Predicted","LOC123730895","","LOC123730895","LOC123730895","LOC123730895","LOC123730895"
"LOC123730896","LOC_Predicted","LOC123730896","","LOC123730896","LOC123730896","LOC123730896","LOC123730896"
"LOC123730897","LOC_Predicted","LOC123730897","","LOC123730897","LOC123730897","LOC123730897","LOC123730897"
"LOC123730898","LOC_Predicted","LOC123730898","","LOC123730898","LOC123730898","LOC123730898","LOC123730898"
"LOC123730899","LOC_Predicted","LOC123730899","","LOC123730899","LOC123730899","LOC123730899","LOC123730899"
"LOC123730900","LOC_Predicted","LOC123730900","","LOC123730900","LOC123730900","LOC123730900","LOC123730900"
"LOC123730901","LOC_Predicted","LOC123730901","","LOC123730901","LOC123730901","LOC123730901","LOC123730901"
"LOC123730902","LOC_Predicted","LOC123730902","","LOC123730902","LOC123730902","LOC123730902","LOC123730902"
"LOC123730903","LOC_Predicted","LOC123730903","","LOC123730903","LOC123730903","LOC123730903","LOC123730903"
"LOC123730904","LOC_Predicted","LOC123730904","","LOC123730904","LOC123730904","LOC123730904","LOC123730904"
"LOC123730905","LOC_Predicted","LOC123730905","","LOC123730905","LOC123730905","LOC123730905","LOC123730905"
"LOC123730906","LOC_Predicted","LOC123730906","","LOC123730906","LOC123730906","LOC123730906","LOC123730906"
"LOC123730907","LOC_Predicted","LOC123730907","","LOC123730907","LOC123730907","LOC123730907","LOC123730907"
"LOC123730908","LOC_Predicted","LOC123730908","","LOC123730908","LOC123730908","LOC123730908","LOC123730908"
"LOC123730909","LOC_Predicted","LOC123730909","","LOC123730909","LOC123730909","LOC123730909","LOC123730909"
"LOC123730910","LOC_Predicted","LOC123730910","","LOC123730910","LOC123730910","LOC123730910","LOC123730910"
"LOC123730911","LOC_Predicted","LOC123730911","","LOC123730911","LOC123730911","LOC123730911","LOC123730911"
"LOC123730912","LOC_Predicted","LOC123730912","","LOC123730912","LOC123730912","LOC123730912","LOC123730912"
